,clust,Balance,Qual_miles,cc1_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award
1640,1,23984,0,1,2737,14,0,0,4905,0
1641,3,169947,0,4,48140,21,0,0,4895,0
1642,2,71264,0,5,94161,17,1000,2,4903,1
1643,3,71610,0,3,20918,14,0,0,4895,0
1644,1,151152,0,2,13635,21,1100,1,4895,0
1645,2,164178,2364,4,35314,23,1100,3,4883,1
1646,1,18601,0,1,100,1,0,0,4888,0
1647,3,49331,0,3,23572,12,100,1,4888,0
1648,1,43326,0,1,4164,12,0,0,4881,0
1649,1,12112,0,1,0,0,0,0,4882,0
1650,2,98343,0,4,31961,16,0,0,4971,1
1651,2,83006,0,4,45167,13,0,0,4906,1
1652,1,110980,0,1,12900,8,950,4,4853,0
1653,3,78032,0,3,24046,23,0,0,4862,0
1654,3,176262,0,3,12678,8,150,1,4862,0
1655,2,239576,0,3,13301,12,0,0,4849,1
1656,3,642756,0,4,37889,15,1000,2,4841,0
1657,2,41370,0,5,51335,9,0,0,4842,1
1658,8,92905,0,1,1766,10,0,0,4827,1
1659,8,7430,0,1,10500,5,0,0,4791,1
1660,8,68390,0,1,3450,3,950,2,4754,1
1661,8,18366,0,1,1100,3,1100,3,4783,1
1662,2,197673,0,4,48932,15,0,0,4775,1
1663,2,11789,0,4,28756,20,900,2,4775,1
1664,1,213539,0,1,2750,15,0,0,4751,0
1665,1,13310,0,1,0,0,0,0,4755,0
1666,2,207395,0,4,55903,17,500,1,4761,1
1667,8,25688,2396,1,3103,10,0,0,4754,1
1668,1,259582,0,1,3833,21,1762,9,4638,0
1669,8,288379,0,1,15942,8,1442,5,4741,1
1670,1,3580,0,1,130,3,0,0,4730,0
1671,2,84305,0,5,78931,15,0,0,4734,1
1672,1,4780,0,1,0,0,0,0,4733,0
1673,2,88192,0,4,47848,22,500,1,4784,1
1674,2,105665,0,4,31226,13,0,0,4727,1
1675,8,24756,0,1,7720,26,500,2,4723,1
1676,8,51304,1362,1,11611,40,10075,36,4708,1
1677,1,12404,0,1,1950,7,1200,4,4701,0
1678,1,80988,0,1,4413,5,0,0,4707,0
1679,8,5617,0,1,4400,4,400,1,4706,1
1680,2,68023,0,5,119512,33,500,1,4702,1
1681,3,108100,0,4,45113,17,1000,2,4699,0
1682,1,17470,0,1,4100,9,2500,5,4691,0
1683,2,138332,0,5,67836,17,0,0,4692,1
1684,1,4087,0,1,500,4,0,0,4684,0
1685,1,40264,0,1,19137,13,0,0,4684,0
1686,8,13290,0,1,3175,5,0,0,4679,1
1687,2,130761,0,4,52423,15,0,0,4674,1
1688,2,14371,0,4,28723,13,0,0,4671,1
1689,2,25322,0,3,23821,16,0,0,4673,1
1690,3,55356,0,3,23871,15,0,0,4660,0
1691,2,134501,0,5,59855,32,1193,2,4663,1
1692,3,63311,0,4,29318,11,0,0,4667,0
1693,8,90307,0,1,3150,3,650,2,4664,1
1694,8,2198,0,1,16070,12,0,0,4658,1
1695,1,43749,5583,1,9557,5,0,0,4664,0
1696,1,7730,0,1,375,3,0,0,4659,0
1697,1,16171,0,1,2875,16,0,0,4656,0
1698,8,192108,1000,1,10200,3,200,2,4656,1
1699,2,35895,0,3,15720,11,0,0,4649,1
1700,8,46578,0,2,8322,12,0,0,4645,1
1701,1,54309,0,1,6772,7,250,1,4698,0
1702,2,45613,0,4,29117,16,350,1,4625,1
1703,2,297127,0,3,27415,16,0,0,4631,1
1704,1,93148,0,2,7776,18,0,0,4631,0
1705,1,27905,0,1,3794,11,0,0,4628,0
1706,2,139983,0,3,17289,24,100,2,4629,1
1707,3,188703,0,5,62973,53,500,1,4625,0
1708,1,19479,0,1,2250,4,0,0,4625,0
1709,1,63635,0,1,5175,31,50,1,4622,0
1710,2,77203,0,5,66817,16,0,0,4646,1
1711,1,19020,0,1,330,3,0,0,4614,0
1712,1,61172,0,2,6875,10,0,0,4609,0
1713,1,7342,0,1,0,0,0,0,4604,0
1714,1,62076,0,2,11221,15,1050,2,4603,0
1715,8,13046,0,1,0,0,0,0,4597,1
1716,2,11527,0,3,16874,27,3880,6,4583,1
1717,2,77814,0,4,43914,17,0,0,4587,1
1718,2,75303,0,5,74990,15,0,0,4598,1
1719,1,7545,0,1,616,6,0,0,4587,0
1720,1,26972,0,1,0,0,0,0,4587,0
1721,2,184805,0,4,52755,22,0,0,4726,1
1722,2,93971,0,5,62023,22,450,3,4580,1
1723,3,66328,0,4,40522,14,0,0,4575,0
1724,3,51745,0,4,41377,14,0,0,4606,0
1725,2,64341,0,5,63621,13,0,0,4568,1
1726,1,49708,0,1,0,0,0,0,4560,0
1727,2,46926,0,4,27889,15,0,0,4554,1
1728,2,199418,1000,3,25590,39,3199,9,4548,1
1729,1,9126,0,1,1202,13,350,1,4554,0
1730,3,95109,0,4,26149,8,0,0,4593,0
1731,3,65706,0,3,21958,17,0,0,4534,0
1732,8,9862,0,1,31280,15,0,0,4545,1
1733,2,253349,0,5,68947,18,1000,2,4545,1
1734,1,25541,0,1,660,3,0,0,4520,0
1735,1,5580,0,1,60,2,0,0,4533,0
1736,2,37514,0,4,35874,31,500,1,4537,1
1737,1,67083,0,1,4600,4,500,1,4532,0
1738,3,92646,0,4,27177,16,0,0,4523,0
1739,1,21110,0,1,3402,12,0,0,4516,0
1740,2,102570,0,5,70503,20,0,0,4524,1
1741,1,15876,0,1,0,0,0,0,4512,0
1742,1,8957,0,1,0,0,0,0,4509,0
1743,1,5375,0,1,2000,9,0,0,4509,0
1744,2,109114,0,4,31956,27,0,0,4512,1
1745,1,23432,0,1,1162,10,0,0,4510,0
1746,3,111384,0,4,26669,14,0,0,4505,0
1747,1,69880,0,1,4635,5,0,0,4552,0
1748,1,11289,0,1,1500,5,0,0,4492,0
1749,1,119676,500,1,550,4,550,4,4485,0
1750,8,21847,0,1,929,4,903,3,4491,1
1751,2,40808,0,4,38612,27,400,2,4490,1
1752,1,47509,0,1,21210,10,1000,2,4490,0
1753,3,20248,0,3,18507,37,1700,5,4488,0
1754,1,3441,0,1,1643,6,0,0,4484,0
1755,1,35216,0,1,9959,14,0,0,4481,0
1756,1,63036,0,2,9006,14,0,0,4475,0
1757,1,20844,0,1,20844,10,0,0,4474,0
1758,1,42420,0,1,1000,1,0,0,4461,0
1759,1,36254,0,1,7232,7,0,0,4453,0
1760,2,22412,0,3,11654,12,0,0,4460,1
1761,1,11512,0,1,3667,14,0,0,4460,0
1762,1,1703,0,1,1230,4,0,0,4390,0
1763,2,51471,0,3,15505,32,412,1,4450,1
1764,1,70518,0,1,2000,3,1000,2,4450,0
1765,2,431824,0,3,30480,16,500,1,4443,1
1766,2,25577,0,4,33420,18,0,0,4432,1
1767,2,17111,0,3,13577,10,0,0,4434,1
1768,3,99336,0,3,14195,14,500,1,4453,0
1769,1,67612,0,1,0,0,0,0,4442,0
1770,1,38918,0,1,6505,29,618,2,4442,0
1771,3,72812,0,3,16930,17,50,1,4442,0
1772,8,134937,0,1,500,1,0,0,4427,1
1773,3,121688,0,4,31631,15,0,0,4420,0
1774,3,162410,0,3,20203,17,0,0,4420,0
1775,8,59821,500,1,4200,4,200,2,4419,1
1776,1,96053,0,1,2200,6,2200,6,4391,0
1777,3,171946,0,3,19198,28,0,0,4397,0
1778,1,15737,0,1,220,3,0,0,4404,0
1779,3,77814,0,3,14786,11,0,0,4394,0
1780,1,53768,0,1,4798,16,450,1,4387,0
1781,3,245731,0,4,34322,35,0,0,4385,0
1782,3,87366,0,3,18012,16,0,0,4380,0
1783,2,56461,0,4,40190,14,0,0,4359,1
1784,2,46855,0,2,8845,17,0,0,4379,1
1785,1,53027,0,1,0,0,0,0,4585,0
1786,3,96610,0,5,66298,22,0,0,4362,0
1787,1,61450,0,2,7927,10,0,0,4383,0
1788,1,18538,0,1,2200,3,0,0,4344,0
1789,2,28319,0,3,18449,13,0,0,4392,1
1790,3,107360,0,3,15641,15,0,0,4423,0
1791,1,32510,0,1,14568,13,0,0,4341,0
1792,1,9753,0,1,1235,3,0,0,4343,0
1793,1,13033,0,1,1625,6,0,0,4334,0
1794,8,17609,0,1,803,5,803,5,4317,1
1795,1,104052,0,2,6016,12,0,0,4331,0
1796,1,13878,0,1,0,0,0,0,4317,0
1797,1,7254,0,1,0,0,0,0,4323,0
1798,8,12560,0,1,1282,6,1282,6,4324,1
1799,3,94938,0,3,12999,21,0,0,4310,0
1800,2,86143,0,3,29652,11,500,1,4317,1
1801,2,138512,0,4,30130,15,50,1,4313,1
1802,8,66875,0,1,3206,17,0,0,4308,1
1803,3,96026,0,3,25670,19,0,0,4310,0
1804,1,31572,0,1,0,0,0,0,4299,0
1805,8,11834,0,1,0,0,0,0,4306,1
1806,2,23552,0,4,36165,11,0,0,4300,1
1807,1,66052,0,1,8380,8,0,0,4301,0
1808,8,55639,0,1,2750,15,0,0,4299,1
1809,1,68226,0,1,3147,8,200,2,4299,0
1810,2,37953,0,5,62571,28,0,0,4282,1
1811,1,17810,0,1,1375,4,0,0,4294,0
1812,1,21915,0,1,7000,33,0,0,4289,0
1813,1,32563,0,1,4200,3,200,1,4282,0
1814,1,49479,0,1,5500,24,100,1,4282,0
1815,2,23854,0,3,22498,18,250,3,4274,1
1816,8,60049,0,1,0,0,0,0,4278,1
1817,3,75112,0,4,35532,14,500,1,4271,0
1818,1,19787,0,1,2016,9,500,1,4258,0
1819,3,30664,0,3,21242,22,700,5,4268,0
1820,1,91716,0,1,6978,12,0,0,4267,0
1821,1,219174,0,1,4500,5,2000,4,4265,0
1822,8,16495,0,1,18779,11,0,0,4261,1
1823,1,25963,0,2,8183,25,0,0,4244,0
1824,8,1701,0,1,10,1,0,0,4260,1
1825,1,73852,0,1,0,0,0,0,4252,0
1826,1,12791,0,1,0,0,0,0,4246,0
1827,1,39020,0,1,1295,4,0,0,4246,0
1828,2,1076,0,3,11379,8,0,0,4233,1
1829,1,34443,1440,1,2125,10,0,0,4233,0
1830,1,4735,0,1,275,2,0,0,4257,0
1831,1,41279,967,1,3664,4,3164,3,4233,0
1832,1,4708,0,1,1000,1,0,0,4232,0
1833,8,63090,0,1,12059,20,350,3,4231,1
1834,3,156544,0,4,46593,13,0,0,4225,0
1835,1,12239,0,1,2912,5,0,0,4226,0
1836,3,101464,0,3,14610,13,0,0,4223,0
1837,3,55147,0,4,29219,13,0,0,4225,0
1838,3,59424,0,4,36600,23,1000,3,4211,0
1839,1,52084,0,1,4836,7,0,0,4222,0
1840,2,368535,0,5,146201,21,2600,6,4210,1
1841,3,116288,0,5,65073,18,0,0,4209,0
1842,2,114508,0,4,29960,22,1250,8,4226,1
1843,1,456509,0,1,500,1,500,1,4201,0
1844,1,19634,0,1,0,0,0,0,4198,0
1845,2,56258,0,4,38591,23,500,1,4197,1
1846,2,102373,0,4,67212,33,6600,14,4190,1
1847,1,20426,0,1,3993,7,3493,6,4194,0
1848,2,13034,0,5,60000,6,0,0,4169,1
1849,2,22455,0,4,38814,17,0,0,4175,1
1850,1,11604,0,1,95,2,0,0,4177,0
1851,2,72510,0,4,31469,12,0,0,4169,1
1852,1,33383,0,1,0,0,0,0,4163,0
1853,1,181200,0,1,7514,21,0,0,4159,0
1854,1,17500,0,1,17500,2,0,0,4167,0
1855,1,22751,0,1,4500,9,4500,9,4166,0
1856,1,12465,0,1,380,3,0,0,4162,0
1857,1,6316,0,1,0,0,0,0,4149,0
1858,2,66860,0,3,12667,20,980,5,4155,1
1859,1,975,0,1,350,3,0,0,4519,0
1860,2,197973,0,5,72345,14,1029,2,4155,1
1861,2,50909,0,3,14830,18,0,0,4135,1
1862,3,79500,0,3,21489,15,0,0,4146,0
1863,2,15875,0,3,24918,12,0,0,4141,1
1864,2,159109,0,4,19554,24,1557,6,4138,1
1865,1,12906,0,1,0,0,0,0,4124,0
1866,1,14155,0,1,3250,19,0,0,4134,0
1867,2,576,0,3,12082,14,0,0,4128,1
1868,8,48896,0,1,4081,12,3397,10,4139,1
1869,1,27669,0,1,3375,20,0,0,4127,0
1870,3,21708,0,3,12811,13,0,0,4100,0
1871,2,10643,0,4,40585,14,850,2,4107,1
1872,3,264685,0,5,57505,16,0,0,4112,0
1873,1,35433,0,1,1600,3,0,0,4113,0
1874,2,162369,0,4,41359,15,500,1,4113,1
1875,1,6206,0,1,375,3,0,0,4107,0
1876,3,226941,1000,4,44771,17,0,0,4099,0
1877,2,94544,0,5,111827,8,350,1,4105,1
1878,2,128302,0,5,132263,32,400,2,4103,1
1879,1,3664,0,1,0,0,0,0,4089,0
1880,1,56017,0,1,3905,6,1668,1,4086,0
1881,2,40835,0,4,50602,39,2250,10,4090,1
1882,8,24496,0,1,4000,3,500,1,4086,1
1883,3,36033,0,3,36033,13,0,0,4079,0
1884,1,12766,0,1,1900,4,400,2,4072,0
1885,8,147596,0,1,19175,19,16675,18,4076,1
1886,1,16489,0,1,4851,27,0,0,4064,0
1887,3,84516,0,3,22713,15,0,0,4063,0
1888,1,74147,0,2,8315,16,50,1,4064,0
1889,1,24887,0,1,0,0,0,0,4047,0
1890,3,56954,0,3,29409,32,0,0,4051,0
1891,1,8647,0,1,0,0,0,0,4036,0
1892,8,37114,0,1,21623,12,0,0,4040,1
1893,2,50715,0,4,39211,13,0,0,4051,1
1894,3,149305,0,4,49893,19,0,0,4030,0
1895,1,225665,0,1,4288,15,500,1,4048,0
1896,1,20534,0,1,589,7,0,0,4021,0
1897,1,3962,0,1,292,8,0,0,4027,0
1898,1,5112,0,1,0,0,0,0,4020,0
1899,2,67358,0,5,67027,34,500,1,4379,1
1900,1,11925,0,1,400,4,400,4,4015,0
1901,1,30300,0,1,2160,7,0,0,4002,0
1902,1,39139,0,1,710,4,0,0,3967,0
1903,1,52440,0,1,500,1,0,0,4026,0
1904,1,23329,0,1,6326,3,0,0,4008,0
1905,2,10679,0,2,13363,12,0,0,4001,1
1906,1,53487,0,1,0,0,0,0,3991,0
1907,10,355423,5009,3,20500,20,100,1,3963,1
1908,1,9052,0,1,280,2,0,0,3987,0
1909,3,129972,0,3,15081,18,500,1,3986,0
1910,3,283670,0,4,39260,39,200,1,3972,0
1911,8,189054,0,1,17900,25,7400,23,3985,1
1912,1,150312,0,1,1000,1,0,0,3967,0
1913,8,33517,0,1,1250,2,250,1,3978,1
1914,3,97750,0,3,12616,16,600,2,4074,0
1915,1,59035,0,1,245,4,0,0,3960,0
1916,3,132335,0,4,30273,14,0,0,3974,0
1917,2,82981,0,5,105325,44,1000,2,3964,1
1918,1,52139,0,1,16314,14,250,1,3965,0
1919,3,123313,0,4,31595,15,0,0,3959,0
1920,2,131755,909,4,37299,16,0,0,3952,1
1921,8,46440,0,1,5582,24,0,0,3952,1
1922,2,58970,0,3,13467,18,0,0,3946,1
1923,2,152367,0,4,43406,24,700,3,3938,1
1924,2,80534,0,3,20715,17,0,0,3949,1
1925,1,12184,0,1,1160,3,0,0,3939,0
1926,1,10355,0,2,6510,10,0,0,3918,0
1927,1,39947,0,1,1750,7,0,0,3922,0
1928,1,3082,0,1,0,0,0,0,3923,0
1929,1,37563,0,2,8142,14,0,0,3925,0
1930,2,145868,0,5,61068,18,10042,4,3925,1
1931,1,14231,0,1,4950,24,1700,5,3917,0
1932,3,87282,0,3,13480,10,0,0,3911,0
1933,1,11355,0,1,135,3,0,0,3916,0
1934,2,197239,0,4,53412,25,250,2,3914,1
1935,1,50586,0,1,0,0,0,0,3902,0
1936,2,54388,0,4,27516,14,0,0,3903,1
1937,3,30546,0,3,11304,14,0,0,3900,0
1938,1,24407,0,1,923,10,0,0,3910,0
1939,2,640169,0,5,82561,36,400,2,3895,1
1940,1,56213,0,1,3207,14,350,1,3900,0
1941,2,21944,0,4,29461,13,0,0,3900,1
1942,2,76552,0,5,150010,36,0,0,3894,1
1943,2,37244,0,4,38220,18,0,0,3890,1
1944,1,38439,0,1,3318,13,0,0,3886,0
1945,1,32160,0,1,1130,6,250,1,3883,0
1946,2,126873,0,4,95598,32,500,1,3880,1
1947,1,8000,0,1,2250,11,0,0,3879,0
1948,3,194906,0,3,23780,14,200,1,3880,0
1949,3,85751,0,4,26842,14,0,0,3711,0
1950,1,15676,0,1,0,0,0,0,3178,0
1951,2,55064,0,2,8041,13,0,0,3329,1
1952,1,40675,0,1,1413,9,0,0,2895,0
1953,1,7843,0,1,600,2,600,2,3557,0
1954,3,56896,0,4,34019,15,0,0,3696,0
1955,2,91935,0,3,17550,18,0,0,4216,1
1956,2,50496,0,3,13287,26,0,0,4610,1
1957,1,19896,2395,2,9866,11,0,0,4602,0
1958,2,156853,0,4,37625,14,0,0,4510,1
1959,1,65533,0,2,7595,10,0,0,4544,0
1960,8,223670,0,1,32709,13,2227,4,4230,1
1961,8,91813,0,1,8690,11,2000,4,3911,1
1962,1,12207,0,1,0,0,0,0,4565,0
1963,1,26421,0,1,1250,3,0,0,4593,0
1964,1,16176,0,1,0,0,0,0,4170,0
1965,8,44754,0,1,0,0,0,0,3648,1
1966,8,23827,0,1,8125,37,1000,2,4616,1
1967,1,93743,0,1,1210,7,650,5,4676,0
1968,8,4787,0,1,3125,8,500,1,4734,1
1969,3,179472,0,3,11289,15,0,0,4708,0
1970,1,73639,0,1,4709,10,2709,9,4341,0
1971,1,76077,0,1,500,4,0,0,4616,0
1972,1,66456,0,1,3500,4,1000,2,4679,0
1973,1,14273,0,1,0,0,0,0,4341,0
1974,2,134346,0,5,100210,18,0,0,4485,1
1975,2,37693,0,3,30546,7,0,0,4671,1
1976,1,11961,0,1,11961,10,0,0,4646,0
1977,2,63311,0,5,90181,34,950,6,4604,1
1978,1,20678,0,1,2155,8,0,0,3862,0
1979,1,5316,0,1,1134,4,0,0,4610,0
1980,8,86511,0,1,5000,6,2000,4,4625,1
1981,1,133831,0,1,100,1,100,1,4588,0
1982,1,30306,0,1,2500,1,0,0,4309,0
1983,1,95925,0,1,7337,22,350,2,4625,0
1984,1,35080,3867,1,0,0,0,0,4562,0
1985,1,14304,0,1,0,0,0,0,4600,0
1986,1,115385,0,1,5890,15,1250,7,4546,0
1987,2,66411,1000,4,34826,19,3001,9,4211,1
1988,1,6978,0,1,610,3,0,0,4349,0
1989,1,39909,0,1,2682,14,0,0,4470,0
1990,1,8767,0,1,6589,8,3892,6,4394,0
1991,8,25544,0,1,3271,7,0,0,4580,1
1992,3,166417,0,4,28607,11,0,0,4357,0
1993,3,69555,0,3,21957,16,250,1,4390,0
1994,1,2344,0,1,1478,10,0,0,4481,0
1995,1,8780,0,1,2750,15,0,0,4237,0
1996,1,111064,0,1,12700,7,2700,6,4547,0
1997,2,44654,0,4,48874,16,0,0,4530,1
1998,8,32678,0,1,0,0,0,0,4481,1
1999,2,327126,1452,5,97997,25,350,3,4440,1
2000,1,76387,0,1,3588,7,0,0,4442,0
2001,3,268097,0,3,26933,25,0,0,4105,0
2002,2,52195,0,4,35847,13,0,0,4476,1
2003,3,137778,0,3,19557,18,0,0,4599,0
2004,8,354807,0,1,6000,12,3500,11,4597,1
2005,1,3056,0,1,1200,3,0,0,4363,0
2006,1,101901,0,1,17898,22,100,1,4433,0
2007,1,34182,0,1,0,0,0,0,3967,0
2008,1,7371,0,1,1375,4,0,0,4505,0
2009,2,178733,0,3,26465,22,1800,4,4537,1
2010,3,87553,0,3,15681,14,0,0,4547,0
2011,8,14614,0,1,2275,3,0,0,4567,1
2012,3,91259,0,5,60609,12,0,0,4531,0
2013,1,23997,0,1,250,2,250,2,4204,0
2014,1,37202,0,1,15000,4,0,0,4511,0
2015,9,53232,888,4,80696,65,22100,45,3831,1
2016,3,54594,0,3,14402,14,0,0,4233,0
2017,1,57474,0,2,5535,7,0,0,4364,0
2018,8,20111,0,1,5653,12,0,0,4468,1
2019,2,45950,0,4,38921,22,750,2,4302,1
2020,8,67948,0,1,2750,5,650,3,4226,1
2021,3,216498,0,4,43083,24,2500,5,4440,0
2022,8,100649,0,1,4000,3,500,1,4457,1
2023,3,52713,0,3,16273,13,100,1,4449,0
2024,3,186892,0,5,63444,13,500,1,3732,0
2025,2,11690,0,3,17615,17,0,0,4417,1
2026,1,144697,0,1,2000,1,0,0,4420,0
2027,1,75179,0,1,1015,2,0,0,4118,0
2028,8,19850,0,1,500,1,500,1,4376,1
2029,1,96154,0,1,7052,15,0,0,4433,0
2030,1,55778,0,1,6500,12,500,1,3704,0
2031,1,36227,0,2,7230,14,0,0,3736,0
2032,1,93848,0,1,1600,4,1500,3,4475,0
2033,3,41153,0,4,28686,15,0,0,4404,0
2034,1,20789,0,1,0,0,0,0,4279,0
2035,1,121992,6057,1,3200,4,600,2,4257,0
2036,1,37911,0,1,2250,11,0,0,4385,0
2037,3,233656,0,4,41941,14,500,1,4266,0
2038,8,41133,0,1,635,3,0,0,4419,1
2039,2,60864,0,3,23364,19,50,1,4436,1
2040,1,90526,0,1,2000,9,0,0,4488,0
2041,1,15148,0,1,15148,3,0,0,269,0
2042,1,5393,0,1,0,0,0,0,4517,0
2043,8,434,0,1,15530,5,0,0,3628,1
2044,3,81055,0,3,14344,14,0,0,4610,0
2045,1,31360,0,1,821,7,0,0,4488,0
2046,2,156885,0,4,38601,19,0,0,4534,1
2047,8,4148,0,1,13504,18,0,0,4607,1
2048,3,63820,0,3,13981,15,0,0,4608,0
2049,8,379744,2081,1,19191,17,1850,11,4608,1
2050,8,76659,0,1,0,0,0,0,4608,1
2051,2,40724,0,4,29481,14,0,0,4007,1
2052,2,146173,0,3,13871,17,0,0,4414,1
2053,1,26055,0,1,647,9,0,0,4464,0
2054,1,68,0,1,590,1,0,0,3937,0
2055,1,50001,0,1,4853,12,0,0,4023,0
2056,2,122506,0,3,21022,13,0,0,4408,1
2057,1,126886,0,2,9120,17,0,0,4044,0
2058,1,42342,0,1,11408,23,11408,23,4331,0
2059,8,58898,0,1,23050,15,50,1,4328,1
2060,1,45735,0,1,10085,3,0,0,4239,0
2061,3,77225,0,4,30646,15,0,0,4282,0
2062,8,59874,0,1,0,0,0,0,3986,1
2063,8,30868,0,1,405,3,0,0,4226,1
2064,1,34257,0,1,2010,4,0,0,4309,0
2065,1,42639,0,2,7366,12,0,0,4181,0
2066,8,771,0,1,40256,4,0,0,4203,1
2067,1,89708,0,1,8000,4,0,0,3173,0
2068,2,75892,0,2,8738,15,0,0,4160,1
2069,2,140918,0,4,69760,32,0,0,3883,1
2070,3,475338,0,4,39680,22,700,4,3355,0
2071,1,14426,0,1,0,0,0,0,4096,0
2072,2,29559,0,4,28969,16,0,0,4236,1
2073,3,113113,0,3,10736,13,0,0,4307,0
2074,2,73027,0,4,34002,19,0,0,4063,1
2075,1,17386,0,1,0,0,0,0,3771,0
2076,1,9310,0,1,500,1,500,1,4272,0
2077,1,11023,0,1,0,0,0,0,4328,0
2078,2,55406,0,4,38118,18,500,1,4310,1
2079,1,47638,0,1,0,0,0,0,3739,0
2080,2,30040,0,2,8636,8,500,1,3873,1
2081,1,24787,0,1,1000,1,0,0,3930,0
2082,1,40758,0,1,3500,4,1000,2,4299,0
2083,8,726,0,1,0,0,0,0,4268,1
2084,1,40686,0,1,260,2,0,0,4177,0
2085,1,16626,0,1,2500,13,0,0,4329,0
2086,1,18944,0,1,300,3,300,3,3932,0
2087,2,114949,0,5,87136,24,600,2,4294,1
2088,1,32522,0,1,5971,4,471,2,4042,0
2089,1,86533,0,1,3700,4,700,2,3600,0
2090,1,166470,0,2,9574,16,0,0,4194,0
2091,8,10797,0,1,0,0,0,0,3581,1
2092,3,131618,0,4,46473,16,0,0,4274,0
2093,8,77523,1112,1,11050,5,1000,2,4274,1
2094,2,47905,0,3,14575,16,2000,4,4245,1
2095,1,28695,0,1,0,0,0,0,4173,0
2096,1,15253,0,2,5427,8,0,0,4373,0
2097,2,193818,0,3,16327,13,0,0,3768,1
2098,1,30556,0,1,950,5,550,3,4361,0
2099,1,22678,0,1,2125,7,0,0,4068,0
2100,1,89430,0,3,24314,18,0,0,1547,0
2101,2,26522,0,3,18479,13,0,0,4358,1
2102,1,59913,0,1,2210,5,150,1,3481,0
2103,1,16516,0,1,500,1,0,0,4275,0
2104,1,49050,0,3,18436,16,0,0,2426,0
2105,2,27981,0,5,63004,17,0,0,2921,1
2106,8,4939,0,1,1000,1,0,0,2515,1
2107,8,26077,0,1,6768,4,0,0,3487,1
2108,1,110893,0,1,4653,6,0,0,3645,0
2109,1,56455,0,1,6000,3,0,0,4218,0
2110,1,32699,0,1,1500,2,500,1,3167,0
2111,1,109790,0,1,16108,4,0,0,3123,0
2112,2,166681,0,5,107645,25,0,0,3287,1
2113,8,145233,0,1,9366,5,4866,3,2626,1
2114,8,1054,0,1,15147,3,0,0,3133,1
2115,1,27532,0,1,4639,13,0,0,3939,0
2116,1,62464,0,1,5675,16,500,1,3820,0
2117,1,4041,0,1,0,0,0,0,3344,0
2118,8,28138,0,1,6330,29,0,0,3847,1
2119,1,33010,0,1,0,0,0,0,3915,0
2120,1,45687,0,1,45,2,0,0,2269,0
2121,8,12981,0,1,0,0,0,0,4246,1
2122,8,168246,1514,1,4600,4,100,2,4103,1
2123,3,75505,0,4,30850,17,500,1,4007,0
2124,1,55591,0,2,8817,13,0,0,3693,0
2125,2,37358,0,4,50488,19,0,0,3967,1
2126,1,33803,0,1,6100,34,0,0,4079,0
2127,1,2500,0,1,2500,1,0,0,3717,0
2128,1,140527,0,1,3500,14,0,0,4023,0
2129,1,5360,0,1,0,0,0,0,4392,0
2130,8,124430,0,2,15523,17,1200,8,4054,1
2131,3,240007,0,4,46771,14,0,0,4048,0
2132,3,245021,0,3,13639,15,180,1,3984,0
2133,2,53518,0,5,73933,30,400,1,3930,1
2134,8,122545,0,1,269,4,250,1,3834,1
2135,1,192889,0,1,10500,5,0,0,4096,0
2136,3,227776,0,4,47286,19,2276,5,3980,0
2137,2,37833,0,4,48172,15,500,1,3551,1
2138,1,48256,0,1,9690,2,0,0,3979,0
2139,1,99704,2704,2,15750,12,0,0,4106,0
2140,1,394999,0,1,4150,5,150,3,3599,0
2141,1,82497,0,1,0,0,0,0,3565,0
2142,1,15326,7663,1,0,0,0,0,4140,0
2143,1,32619,0,1,1070,7,0,0,3846,0
2144,1,57017,0,1,2495,11,0,0,3854,0
2145,3,252741,0,4,29296,19,635,3,4189,0
2146,3,49375,0,3,23628,14,0,0,3797,0
2147,8,25341,0,1,38,4,0,0,3995,1
2148,3,45150,0,3,18907,13,0,0,4141,0
2149,1,187462,0,1,10500,5,500,4,3953,0
2150,1,19132,0,2,9124,17,0,0,3915,0
2151,2,196967,0,3,38490,37,9550,20,4008,1
2152,1,13040,0,1,500,1,0,0,3972,0
2153,1,184301,0,1,6454,13,3954,12,4010,0
2154,1,36294,0,1,0,0,0,0,3956,0
2155,1,89840,0,2,7048,14,0,0,3819,0
2156,8,6914,0,1,1500,1,0,0,3915,1
2157,2,28493,0,3,21845,22,300,1,3932,1
2158,1,111793,0,1,500,1,0,0,4057,0
2159,1,18700,0,1,870,2,0,0,3995,0
2160,1,53957,0,1,7000,4,500,1,4133,0
2161,8,135770,0,1,4700,5,200,3,4215,1
2162,2,189784,0,4,35464,18,2197,4,4190,1
2163,3,60076,0,4,45582,9,0,0,3935,0
2164,1,3522,0,1,3522,4,0,0,3916,0
2165,1,36736,0,1,0,0,0,0,4134,0
2166,8,100634,0,1,69669,28,1540,12,4193,1
2167,2,88918,0,2,5537,14,0,0,4180,1
2168,1,245045,0,1,25039,16,500,1,4173,0
2169,2,37948,0,3,19213,43,0,0,3914,1
2170,1,81552,0,2,7703,8,0,0,3855,0
2171,2,118067,0,2,8715,12,0,0,3718,1
2172,3,268314,0,4,29968,14,500,1,3869,0
2173,2,135488,0,5,57787,16,0,0,4117,1
2174,1,68243,0,2,10012,22,903,3,3888,0
2175,10,56693,3953,2,20454,11,0,0,3893,1
